MLS_Number,Street_Number,Street_Name,Unit,City,Price,PSF,Area,Subdivision,Market_Area,Building_SF,Bedrooms,Baths,Stories,DOM
93576984,1321,Mcilhenny,,Houston,2350,1.15,16,Mews At Mcilhenny Amd,Midtown,2038,3,3,3,33
76375244,215,Hyde Park,D,Houston,750,1.15,16,Montrose/Hyde Park,Midtown,650,1,1,2,8
16583466,1714,Drew,,Houston,2100,1.16,16,Holman Outlot 18,Midtown,1816,2,2,3,34
60237026,925,Robin,,Houston,2000,1.16,16,Buckner Street T/H,Midtown,1730,2,2,3,12
29433258,403,Anita,11,Houston,1950,1.16,16,Lovette Square Condo,Midtown,1680,2,2.1,2,10
7295178,400,Tuam,24,Houston,1950,1.16,16,Lovett Square Twnhm,Midtown,1680,2,2.1,2,60
39171405,301,Drew,,Houston,2700,1.16,16,Fairgrounds,Midtown,2326,3,2.1,2,92
47500729,1417,Oneil,,Houston,2495,1.17,16,SUTTON-GILLETTE T/H SEC 6,Midtown,2130,3,3,3,69
8738956,1409,Anita,,Houston,2000,1.17,16,Baldwin Square,Midtown,1715,2,2.1,2,22
35369793,1308,Andrews,,Houston,1695,1.17,16,Antioch Courts At Downtown,Midtown,1444,2,2,2,40
61284331,2271,Austin,,Houston,2500,1.19,16,La Branch Street Twnhms,Midtown,2102,2,2,3,60
56379089,1720,Elgin,,Houston,2249,1.19,16,Elgin Square Twnhms,Midtown,1895,3,2,3,0
45294764,2900,Hamilton,29,Houston,1350,1.2,16,ELLIE LOFTS CONDO,Midtown,1128,1,1.1,2,8
96552577,1632,Genesee,,Houston,2290,1.2,16,Sutton-Gillette T/H Sec 03,Midtown,1912,3,3,3,54
52818492,174,Oak Place,,Houston,2800,1.2,16,Oak Place Court Sec 07,Midtown,2337,3,3.1,3,100
62023925,2915,Austin,,Houston,2200,1.21,16,Baldwin Square,Midtown,1814,2,2,3,25
17334863,2904,La Branch,,Houston,2400,1.21,16,Baldwin Square,Midtown,1980,3,3,3,24
73418656,2904,La Branch,,Houston,2400,1.21,16,Baldwin Square,Midtown,1980,3,3,3,27
43308920,1404,Tuam,,Houston,2400,1.21,16,Baldwin Square,Midtown,1980,3,3,3,13
98505275,1311,Isabella,,Houston,3100,1.22,16,Midtown Elevated,Midtown,2544,3,3.2,3,10
46077069,1015,Andrews,,Houston,2000,1.22,16,Fourth Ward Place Sec 01,Midtown,1638,3,2.1,2,22
89102549,2904,Chenevert,B,Houston,1950,1.23,16,Chenevert 02 Condo,Midtown,1591,2,2.1,3,118
72216975,2810,Helena,,Houston,3250,1.25,16,Albany Square,Midtown,2610,3,3,3,30
27466153,1806,Drew,,Houston,1999,1.26,16,Holmanten,Midtown,1588,2,2,2,33
86882977,11,Hyde Park,C,Houston,3400,1.26,16,Villas/Hyde Park,Midtown,2692,3,3.1,3,152
95099392,3001,La Branch,,Houston,3295,1.27,16,Midtown Park Place,Midtown,2594,3,3.1,3,78
32628283,1321,Saulnier,,Houston,2490,1.28,16,Wilson Square,Midtown,1944,3,3.1,3,5
98371055,1304,Robin,,Houston,1850,1.28,16,Antioch Courts At Downtown,Midtown,1444,3,2.1,2,99
18387381,3501,Chenevert,14,Houston,1350,1.29,16,Chenevert Condo Ph 1,Midtown,1050,2,2,1,53
87709187,2902,Chenevert,N,Houston,1735,1.29,16,Chenevert & Tuam Condos,Midtown,1344,2,2.1,3,78
77615076,2902,Chenevert,M,Houston,1750,1.3,16,Chenevert & Tuam Condos,Midtown,1344,2,2.1,1,103
4085365,1714,Stuart,,Houston,2800,1.3,16,Stuart Street Terrace,Midtown,2155,3,3.1,3,15
90972040,2000,Bagby,7424,Houston,2550,1.31,16,Midtown,Midtown,1953,2,2,,70
19898159,215,Hyde Park,H,Houston,850,1.31,16,Fairgrounds Ext,Midtown,650,1,1,1,60
31698774,2900,Hamilton,33,Houston,1350,1.32,16,Ellie Lofts,Midtown,1021,1,1.1,2,9
645807,2216,Mason,,Houston,2700,1.32,16,Bradley Square,Midtown,2052,3,3.1,3,49
97995715,2000,Bagby,7428,Houston,2500,1.33,16,Rise Condo,Midtown,1884,2,2,2,12
41141230,4118,Fannin,1014A,Houston,2850,1.34,16,Kirby Main Street Add,Midtown,2130,2,1,1,69
46161996,1112,Bailey,,Houston,1875,1.34,16,Antioch Courts/Downtown Sec 03,Midtown,1404,3,2,2,73
17678605,1206,Cushing St,,Houston,2850,1.35,16,Castanie Add Pt Rep 3,Midtown,2108,3,3,4,17
30365775,3501,Chenevert,2,Houston,1425,1.36,16,Chenevert Condominiums,Midtown,1049,2,2,1,113
73476006,1920,Bailey,,Houston,2100,1.36,16,Sutton-Gillette T/H Sec 09,Midtown,1539,3,2,2,8
83691482,2216,Chenevert,13,Houston,1400,1.37,16,Rushmore Lofts Declaration Of,Midtown,1020,1,1.1,2,2
49178486,2607,Boston,,Houston,1950,1.38,16,Sutton-Gillette T/H Sec 07,Midtown,1410,2,1.1,2,38
16098466,1311,Victor,,Houston,1848,1.38,16,Fourth Ward Place Sec 2,Midtown,1341,3,2.1,2,133
81761712,3015,Chenevert,4,Houston,1595,1.39,16,Paramount Lofts Condo Amd,Midtown,1148,1,1.1,2,14
9553117,2704,Mason,,Houston,1950,1.39,16,Avondale,Midtown,1402,2,2.1,,41
32656591,1510,Robin,A,Houston,1700,1.41,16,Antioch Courts/Downtown Sec 3,Midtown,1204,3,2,2,18
67401272,916,Ruthven,,Houston,2200,1.42,16,Andrews Street Sec 02,Midtown,1550,2,2,3,4
79374041,231,Avondale,,Houston,3500,1.43,16,Avondale Park,Midtown,2445,3,3.1,3,6
11171194,219,Dennis,,Houston,3800,1.43,16,Settegast & Upham,Midtown,2665,4,3.1,3,17
34596176,1403,Saulnier,,Houston,1745,1.44,16,Antioch Courts At Downtown 01,Midtown,1214,3,2,2,3
48656764,300,St Joseph Pkw,101,Houston,1495,1.44,16,Edge Condos,Midtown,1035,1,1.1,,63
77882245,2401,Crawford Street,D2-A,Houston,2450,1.45,16,PARC AT MIDTOWN,Midtown,1685,3,3.1,3,100
66042080,1316,CLEVELAND,A,Houston,1749,1.46,16,BUCKLEY LOFTS,Midtown,1200,1,1.1,4,46
10516102,1310,Hadley,,Houston,4000,1.46,16,Austin Hadley Place,Midtown,2740,3,3.1,3,22
90770006,410,Anita,1G,Houston,850,1.47,16,MONTROSE/MIDTOWN,Midtown,580,1,1.1,,105
956390,2617,Mason,,Houston,1625,1.48,16,Avondale,Midtown,1100,2,2,2,55
42103089,2139,Gillette,,Houston,2200,1.48,16,Sutton-Gillette T/H Sec 07,Midtown,1488,2,2.1,2,12
93098495,1402,Dennis,B,Houston,1800,1.48,16,Austin Park Sec 03,Midtown,1214,3,2,1.5,57
6027415,1625,Oneil,,Houston,1900,1.51,16,Sutton-Gillette,Midtown,1258,2,2,2,42
53980330,2401,Crawford,B308,Houston,2300,1.53,16,Parc at Midtown Condo,Midtown,1504,3,2.1,2,20
54584895,1535,Cook,,Houston,1975,1.53,16,Sutton-Gillette T/H Sec 13,Midtown,1292,2,1.1,2,6
60813474,2510,Travis,202,Houston,1750,1.54,16,Travis Lofts,Midtown,1136,1,1,1,28
56489852,2000,Bagby,13428,Houston,2900,1.54,16,Rise Condo,Midtown,1884,2,2,,61
67576991,120,Pierce,,Houston,3100,1.54,16,Modern Midtown,Midtown,2015,3,3.1,4,83
59044774,1534,Sutton,,Houston,1950,1.55,16,SUTTON-GILLETTE T/H SEC 9,Midtown,1258,2,1.1,2,85
61218276,306,McGowen,1201,Houston,1428,1.55,16,Other,Midtown,924,1,1,,0
23312096,2016,Main,701,Houston,1150,1.56,16,Main Condo 03 Amd,Midtown,739,1,1,1,87
57559717,1819,Genesee,,Houston,1950,1.57,16,Sutton Square,Midtown,1240,2,1.1,2,32
7416167,1510,Sutton,,Houston,1975,1.57,16,Sutton-Gillette T/H,Midtown,1258,2,1.1,2,19
34249398,306,McGowen,4215,Houston,1799,1.57,16,Other,Midtown,1145,2,2,,108
85583141,1016,Ruthven,,Houston,1950,1.58,16,Fourth Ward Place Sec 01,Midtown,1232,3,2.1,2,11
60111949,410,Anita,1E,Houston,1075,1.58,16,NOT CODED,Midtown,680,1,1,,416
22853666,306,McGowen,1306,Houston,1878,1.59,16,Other,Midtown,1179,2,2,,64
51045694,100,Mcgowen,K,Houston,2000,1.59,16,McGowen Condo,Midtown,1258,3,2.1,2,29
53184968,2401,Crawford,C1B,Houston,2400,1.6,16,Parc/Midtown Condo,Midtown,1500,3,3.1,2,34
40346641,1721,Tuam,,Houston,1950,1.6,16,Chenevert Street T/H,Midtown,1216,2,1.1,2,27
74309607,2000,Bagby,9430,Houston,4150,1.61,16,Rise,Midtown,2573,2,2.1,2,43
71827735,306,McGowen,1113,Houston,1934,1.64,16,Other,Midtown,1179,2,2,,108
29611327,306,McGowen,1110,Houston,1559,1.64,16,Other,Midtown,951,1,1,,108
80359757,306,McGowen,1209,Houston,1564,1.64,16,Other,Midtown,951,1,1,,108
14281599,2000,Bagby,9423,Houston,2100,1.65,16,Rise Condo,Midtown,1272,1,1.1,2,21
60299099,2000,Bagby,9423,Houston,2100,1.65,16,Rise Condo,Midtown,1272,1,1.1,2,6
57342186,1310,Dennis,,Houston,1750,1.65,16,Austin Park Sec 01,Midtown,1063,3,2,1,84
45639937,1509,Holman,3,Houston,1300,1.67,16,Holman Outlot 39,Midtown,780,1,1,1,13
14535329,300,St Joseph,303,Houston,1700,1.67,16,The Edge,Midtown,1015,1,1,1,217
61616707,1510,Saulnier,A,Houston,3700,1.69,16,Allen Pines Lofts Sub,Midtown,2183,3,3.1,4,24
22976798,207,Pierce,307,Houston,1750,1.69,16,PIERCE STREET FLATS,Midtown,1035,1,1,,120
26038410,309,Stratford,20,Houston,1200,1.7,16,Stratford Place Condo,Midtown,704,1,1,,56
31949160,306,McGowen,1114,Houston,1465,1.7,16,Other,Midtown,864,1,1,,108
56737417,306,McGowen,2201,Houston,1465,1.7,16,Other,Midtown,864,1,1,,156
53854913,306,McGowen,4405,Houston,1963,1.71,16,Other,Midtown,1145,2,2,,64
25890712,306,McGowen,4218,Houston,1389,1.71,16,Other,Midtown,810,1,1,,78
46043193,2401,Crawford,B306,Houston,2000,1.74,16,Parc/Midtown Condo,Midtown,1147,2,2.1,2,87
9550681,2000,Bagby,5441,Houston,2075,1.77,16,Rise Lofts,Midtown,1170,1,1.1,9,53
49503525,306,Dennis,4,Houston,1600,1.78,16,Fairgrounds,Midtown,900,2,1.1,2,81
36161486,1913,Gillette,C,Houston,2000,1.79,16,Cook Street Condo,Midtown,1120,1,1.1,2,32
19800258,306,McGowen,4211,Houston,1400,1.79,16,Other,Midtown,780,1,1,,108
96332725,306,McGowen,4311,Houston,1400,1.79,16,Other,Midtown,780,1,1,,108
50546663,3550,Main Street,5122,Houston,1180,1.8,16,Main Properties,Midtown,655,1,1,,13
5226291,306,McGowen,4420,Houston,1465,1.8,16,Other,Midtown,815,1,1,,83
29132653,2000,Bagby,7400,Houston,2490,1.81,16,Rise Condo,Midtown,1378,1,1.1,2,29
87406080,306,McGowen,4424,Houston,1475,1.81,16,Other,Midtown,815,1,1,,35
7415831,306,McGowen,4520,Houston,1474,1.81,16,Other,Midtown,815,1,1,,98
55093787,306,McGowen,3208,Houston,1350,1.81,16,Other,Midtown,745,1,1,,141
88519825,306,McGowen,2209,Houston,1359,1.82,16,Other,Midtown,745,1,1,,141
20111117,306,McGowen,4422,Houston,1214,1.82,16,Other,Midtown,667,1,1,,0
72158325,306,McGowen,3308,Houston,1365,1.83,16,Other,Midtown,745,1,1,,141
60355545,2016,Main,2104,Houston,1299,1.84,16,Main Condo 03 Amd,Midtown,707,1,1,1,80
73821344,306,McGowen,1220,Houston,1375,1.85,16,Other,Midtown,745,1,1,,78
98579633,2401,Crawford,A205,Houston,1795,1.86,16,PARC AT MIDTOWN,Midtown,963,2,2.1,2,94
31409003,306,McGowen,1120,Houston,1389,1.86,16,Other,Midtown,745,1,1,,156
42346718,306,McGowen,4414,Houston,1525,1.87,16,Other,Midtown,815,1,1,,83
59847772,2016,Main,1501,Houston,1399,1.89,16,Main Condo 03 Amd,Midtown,739,1,1,,37
28185399,306,McGowen,4212,Houston,1259,1.89,16,Other,Midtown,667,1,1,,108
49907848,306,McGowen,4512,Houston,1260,1.89,16,Other,Midtown,667,1,1,,128
48890970,3015,Chenevert,1,Houston,1400,1.9,16,Paramount Lofts Condo Amd,Midtown,737,1,1,1,54
10839336,3312,Crawford,B,Houston,1175,1.96,16,Cave E W Of Holman Ol38,Midtown,600,1,1,2,188
59030942,306,McGowen,4410,Houston,1310,1.96,16,Other,Midtown,667,1,1,,80
28670211,2401,Crawford,A208,Houston,1895,1.97,16,Parc at Midtown,Midtown,963,2,2.1,2,42
93231481,306,McGowen,4523,Houston,1315,1.97,16,Other,Midtown,667,1,1,,67
31784363,1112,Andrews,2,Houston,1295,1.99,16,Andrews Twnhms,Midtown,650,1,1,1,29
28519792,306,McGowen,1316,Houston,1295,1.99,16,Other,Midtown,650,1,1,,7
8590867,1900,Genesee,203,Houston,1650,2,16,East Montrose,Midtown,827,1,1,1,22
16721212,306,McGowen,4412,Houston,1339,2.01,16,Other,Midtown,667,1,1,,63
41425879,2700,Albany,1B,Houston,2750,2.06,16,Villa Serena,Midtown,1332,1,1.1,,41
29049238,2727,Brazos,14,Houston,1199,2.07,16,Brazos Lofts Reserve A,Midtown,580,1,1,,28
930798,2727,Brazos,1,Houston,1199,2.07,16,Brazos Lofts Reserve A,Midtown,580,1,1,,71
75546885,2727,Brazos,13,Houston,1199,2.07,16,Brazos Lofts Reserve A,Midtown,580,1,1,,71
3545646,2401,Crawford,B203,Houston,1500,2.07,16,PARC AT MIDTOWN,Midtown,726,1,1,1,21
10353623,2016,Main,2313,Houston,1700,2.1,16,2016 Main Condo,Midtown,809,1,1,1,69
14950751,2727,Brazos,17,Houston,1450,2.12,16,Brazos Lofts Reserve A,Midtown,685,1,1,,30
88173660,2016,Main,807,Houston,1395,2.23,16,Main Condo 03 Amd,Midtown,625,1,1,1,26
63022069,2016,Main,2012,Houston,1095,2.51,16,TWENTY SIXTEEN MAIN COND,Midtown,436,1,1,1,8
36389821,2401,Crawford,A102,Houston,1299,2.78,16,Parc/Midtown Condo,Midtown,468,1,1,1,38
68603027,2401,Crawford,A102,Houston,1299,2.78,16,Parc/Midtown Condo,Midtown,468,1,1,1,150
60750922,2401,Crawford,A108,Houston,1400,2.83,16,PARC AT MIDTOWN CONDO 8TH AMEND,Midtown,494,1,1,1,39
48334380,300,St Joseph,106,Houston,3570,2.96,16,Edge Condos,Midtown,1208,2,2,1,0
36656825,2520,Hopkins,C,Houston,1145,1.89,16,Fairview,Montrose,606,2,1,1,103
5502681,1925,Mckinney,,Houston,1200,0.47,16,Temple Terrace,Montrose,2568,2,1,2,6
50069514,423,Marshall,,Houston,950,0.48,16,Westmoreland,Montrose,2000,2,2,3,6
63514197,1837,Kipling,A,Houston,1300,0.5,16,Winlow Place,Montrose,2576,2,1,2,9
54653727,4608,Woodhead,2,Houston,1200,0.51,16,Richwood,Montrose,2358,1,1,1,43
838725,1313,Peden,2,Houston,1395,0.52,16,Stratford,Montrose,2686,1,1,2,15
43026955,1959,Richmond,2,Houston,1495,0.53,16,Richmond Place,Montrose,2796,2,1.1,2,4
10965303,424,Lovett,Upper,Houston,1950,0.56,16,MONTROSE,Montrose,3502,3,2,2,32
18711463,1223,Gray,2,Houston,1990,0.59,16,ROSEMONT HEIGHTS EXT,Montrose,3362,2,1,1,166
42299156,1604,Castle Court,,Houston,1550,0.62,16,CASTLE COURT,Montrose,2490,2,1,2,8
55544716,1934,Mckinney,B,Houston,1550,0.64,16,Temple Terrace,Montrose,2408,2,1,2,56
92134924,1824,Kipling,,Houston,1850,0.67,16,Winlow Place,Montrose,2758,2,1,2,48
51166649,1534,Vermont,,Houston,1695,0.67,16,LUCILE PLACE,Montrose,2518,2,1,2,43
81239352,2406,Yoakum,,Houston,1500,0.7,16,Hyde Park,Montrose,2128,2,1,2,129
16421519,1718,Fairview,,Houston,1600,0.73,16,Meineke Sec 01,Montrose,2178,2,1,2,11
85119838,808,Main,,Houston,1895,0.74,16,Lockhart Connor & Barziza,Montrose,2576,3,2,3,34
46117104,1103,Missouri,,Houston,1850,0.82,16,Hyde Park Annex Amd,Montrose,2262,1,2.1,2,17
32894680,1658,Main,8,Houston,800,0.84,16,Lancaster Place Ext Sec 02,Montrose,950,1,1,1,35
32690740,1847,Branard,,Houston,3595,0.85,16,Terra Firma One,Montrose,4219,4,4,4,15
54677410,2408,Yoakum,,Houston,1895,0.89,16,Hyde Park,Montrose,2128,2,1,1,42
74132611,4314,Jack,,Houston,1050,0.91,16,Fitze Homestead,Montrose,1150,2,1,2,79
37863241,1826,Colquitt,D,Houston,2400,0.94,16,Covington Oaks,Montrose,2553,3,3.1,3,27
66475877,410,Avondale,,Houston,2385,0.95,16,Montrose,Montrose,2506,2,2,3,35
61666484,402,Hyde Park,B,Houston,1150,0.98,16,Fairview,Montrose,1175,2,1,2,8
26192353,1946,Dallas,A,Houston,1550,1,16,Template Terrace Pt Rep #2,Montrose,1550,2,1,2,1
26259497,1929,Dallas,,Houston,1500,1,16,Alden Place,Montrose,1500,2,1.1,2,70
72091384,424,Hawthorne,,Houston,2895,1,16,Westmoreland,Montrose,2900,4,2,3,42
30537225,413,Clay,1,Houston,850,1,16,ALDEN PLACE,Montrose,850,1,1,1,79
44155342,1848,Sul Ross,2,Houston,1230,1.02,16,Montlew Place,Montrose,1200,2,1,,10
38652739,1206,Jackson,C,Houston,2850,1.02,16,Montrose,Montrose,2802,3,2.1,3,40
15662743,1959,Lexington,,Houston,1995,1.03,16,RICHMOND PLACE (1939 NORFOLK,Montrose,1940,2,2,2,80
58865107,1624,Bonnie Brae,C,Houston,1095,1.03,16,Obedience Smith Abs 696,Montrose,1068,2,1,2,63
81088413,601,Clay,,Houston,1495,1.03,16,Alden Place,Montrose,1450,2,1,1,72
50088744,1848,Portsmouth,C,Houston,850,1.04,16,PORTSMOUTH TH COND,Montrose,816,1,1,2,36
85919454,1842,Maryland,,Houston,2650,1.05,16,Maryland Ave Twnhms,Montrose,2522,3,3,3,14
52800423,417,Clay,3,Houston,895,1.05,16,MONTROSE,Montrose,850,1,1,1,28
24819964,1927,Hawthorne,,Houston,1800,1.06,16,Winlow Place,Montrose,1700,2,2,2,40
4812022,1314,Castle,,Houston,2850,1.06,16,Castle Court,Montrose,2691,3,2.1,2,31
84059368,402,Hyde Park,D,Houston,1275,1.06,16,Fairview,Montrose,1200,2,1,2,55
89788809,3805,Jack,,Houston,2990,1.07,16,West Alabama Square,Montrose,2784,3,3.1,3,28
9229778,1747,Marshall,,Houston,1599,1.07,16,Winlow Place,Montrose,1500,2,1,2,34
39761914,1415,Bonnie Brae,G,Houston,2550,1.07,16,Castle Court,Montrose,2392,3,3.1,3,42
90616111,1207,Gray,2,Houston,1330,1.07,16,Rosemont Heights Ext,Montrose,1239,2,1,2,107
64293675,1840,Norfolk,,Houston,2800,1.08,16,Richwood,Montrose,2581,3,2,2,18
69884726,820,Alabama,2,Houston,950,1.08,16,Montrose / Plazawood Apartments,Montrose,880,2,1,1,37
26957971,820,Alabama,14,Houston,950,1.08,16,Montrose / Plazawood Apartments,Montrose,880,2,1,1,67
35976895,1755,Colquitt st,1,Houston,765,1.09,16,Lancaster Place Ext 03,Montrose,700,1,1,2,49
31936588,1014,Montrose,F,Houston,2350,1.1,16,Montrose Terrace,Montrose,2136,3,3.3,3,31
44803669,311,Branard,3,Houston,1325,1.1,16,NOT CODED,Montrose,1200,2,2,,70
29738120,4012,Stanford,,Houston,1550,1.11,16,Lockhart Connor & Barziza,Montrose,1400,2,1,2,19
82446206,3300,Taft,C,Houston,3500,1.11,16,Montrose Amd,Montrose,3148,3,3.1,4,117
75030176,1803,Commonwealth,,Houston,2700,1.11,16,Hyde Park Add,Montrose,2423,3,3,3,41
32122103,1000,Columbus,A,Houston,2695,1.11,16,Columbus,Montrose,2436,2,2,3,143
65621426,1702,Montrose,,Houston,2800,1.12,16,Renaissance/Montrose,Montrose,2502,3,2.1,4,20
86961540,1624,Bonnie Brae,3,Houston,1195,1.12,16,Obedience Smith Abs 696,Montrose,1068,2,1,2,14
94423049,718,Willard,,Houston,1750,1.12,16,Cave E W,Montrose,1558,2,2.1,2,23
70420068,505,Alabama,B,Houston,3000,1.12,16,Five Hundred Five,Montrose,2680,3,3.1,3,84
82698787,1401,Hyde Park,,Houston,2900,1.13,16,Hyde Park West Blk 02,Montrose,2556,3,3.1,3,8
5609309,222,Marshall,,Houston,3650,1.13,16,Westmoreland,Montrose,3238,4,3.2,2,77
86223535,2414,Ralph,A,Houston,2600,1.14,16,Manors of Hyde Park,Montrose,2280,3,3.1,2,35
78151153,2012,Taft,,Houston,1595,1.14,16,Weston,Montrose,1400,2,2,1,41
57576727,1930,Dallas,3,Houston,795,1.14,16,Temple Terrace,Montrose,700,1,1,2,23
10698746,1508,Ridgewood,,Houston,1400,1.14,16,Oakmont,Montrose,1232,2,1,2,30
86376782,1227,Peden,2,Houston,1245,1.14,16,Rosemont Heights Ext,Montrose,1088,1,1,2,28
44687873,2909,Dallas,,Houston,2400,1.15,16,La Rue Street T H,Montrose,2088,2,2.1,3,127
76189340,320,Polk,3,Houston,1195,1.15,16,Alden Place,Montrose,1039,2,1,1,3
61813980,320,Polk,2,Houston,1195,1.15,16,Alden Place,Montrose,1039,2,1,1,18
78818452,2027,Kipling,4,Houston,950,1.17,16,Melrose Place,Montrose,810,1,1,1,152
59728169,1948,Norfolk,,Houston,4250,1.17,16,Norfolk Summit,Montrose,3641,3,3.1,3,39
13984300,1113,Peveto,B,Houston,3000,1.18,16,Riverwood/Peveto Sec 01,Montrose,2548,3,3.1,3,92
90023109,502,W Alabama,25,Houston,1300,1.18,16,Westmoreland,Montrose,1100,2,1,,53
90973396,2316,Hopkins,1,Houston,1600,1.19,16,Fairview,Montrose,1350,2,2,1,58
64932801,627,Hawthorne,12,Houston,2000,1.19,16,Montrose,Montrose,1683,2,2,2,27
22350926,1710,Indiana,3,Houston,1195,1.2,16,Hyde Park Main Sec 02,Montrose,1000,2,1,2,53
55831445,1609,Welch,C,Houston,2800,1.2,16,Stars/Welch,Montrose,2341,3,3.1,3,34
3631567,1253,Peden,,Houston,2000,1.2,16,Stratford,Montrose,1668,2,2,1,30
51977175,1208,Bonnie Brae,,Houston,3500,1.2,16,Rossmoyne,Montrose,2924,3,3.1,3,7
40449708,1007,Crocker,,Houston,2500,1.2,16,Stanford Place T/H,Montrose,2092,2,2.1,3,36
83168862,4202,Stanford,10,Houston,1050,1.21,16,Lockhart Connor & Barziza,Montrose,870,1,1,2,43
96691889,2504,Yupon,,Houston,2500,1.21,16,Cherryhurst,Montrose,2072,2,2.1,3,48
77225524,2015,Converse,,Houston,2050,1.21,16,Weston,Montrose,1690,2,2.1,2,4
83404847,716,W Drew,,Houston,4200,1.21,16,Montrose,Montrose,3480,3,3.2,4,23
26013147,2021,Branard,,Houston,3200,1.22,16,Rh Branard,Montrose,2620,3,3.1,3,13
74613504,1916,Marshall,,Houston,1649,1.22,16,Winlow Place,Montrose,1350,3,1,2,28
82154624,1909,Lamar,,Houston,4000,1.23,16,Temple Terrace,Montrose,3239,4,3.1,2,18
6321744,318,Hyde Park,F,Houston,675,1.23,16,Fairview,Montrose,550,1,1,2,7
5308328,3707,Mulberry,2,Houston,895,1.24,16,Montrose,Montrose,720,1,1,2,14
19602258,1845,Sul Ross,,Houston,2400,1.24,16,Montlew Place,Montrose,1942,3,2,1,36
18630436,2010,Branard,3,Houston,1295,1.25,16,Dearborn Place,Montrose,1040,1,1,1,36
1073916,1729,Lexington,,Houston,2975,1.25,16,Valemas,Montrose,2381,3,3.2,3,90
72103397,1004,Stanford,A,Houston,3200,1.25,16,Stanford Place Twnhms 02,Montrose,2563,2,2.1,3,45
95480568,4320,Hazard,,Houston,1895,1.26,16,Richmond Place,Montrose,1503,3,2,2,58
64488201,3418,Mount Vernon,,Houston,3600,1.26,16,Montrose Add Amd,Montrose,2868,3,3.1,3,116
14813796,1636,Sul Ross,,Houston,1750,1.27,16,Lancaster Place Ext Sec 01,Montrose,1376,1,1,,15
37986335,1405,Castle Court,,Houston,2200,1.27,16,Castle Court,Montrose,1730,3,2,3,39
37763297,1013,Joe Annie,,Houston,2400,1.27,16,Joe Annie Street Townhomes,Montrose,1896,2,2,3,24
91413792,3707,Mulberry,3,Houston,895,1.28,16,Montrose,Montrose,700,1,1,2,4
53574026,3407,Graustark,10,Houston,1025,1.28,16,Montrose,Montrose,800,2,1,1,25
38583938,1656,Castle,,Houston,1400,1.28,16,Castle Court,Montrose,1092,2,1,1,32
31531199,1114,Joe Annie,3,Houston,900,1.28,16,Joe Annie,Montrose,705,1,1,1,29
10621937,515,Pierce,,Houston,4300,1.28,16,Montrose/Alden Place,Montrose,3367,3,3.2,4,36
26546597,3717,Audubon,2,Houston,1450,1.29,16,Montrose,Montrose,1120,2,1,2,92
68534215,808,Colquitt,,Houston,900,1.29,16,Lockhart Connor & Barziza,Montrose,700,1,1,1,2
20302639,3311,Yupon,311,Houston,1750,1.3,16,Tremont Tower First Amd,Montrose,1348,1,1.1,2,24
46354583,1848,Sul Ross,1,Houston,1555,1.3,16,Montlew Place,Montrose,1200,2,1,,11
67408524,1828,Portsmouth,B,Houston,3200,1.3,16,Villas/Portsmouth,Montrose,2459,3,3.1,3,33
67626864,1714,Alabama,2,Houston,2400,1.3,16,Winlow Place,Montrose,1850,2,2.1,2,15
35391794,1207,Van Buren,,Houston,4300,1.3,16,Harlow,Montrose,3306,3,3.1,3,17
10843224,820,Alabama,4,Houston,850,1.3,16,Montrose / Plazawood Apartments,Montrose,655,1,1,1,73
79306199,811,Lovett,17,Houston,1800,1.3,16,Lovett Blvd T/H,Montrose,1386,2,2.1,2,13
25046287,710,Colquitt St,11,Houston,1300,1.3,16,Montrose,Montrose,1000,2,1,2,231
17205661,4407,Greeley,,Houston,2950,1.31,16,C G Fitze Homestead,Montrose,2260,3,2.1,2,65
51252739,2039,Main,,Houston,1995,1.31,16,Dearborn Place,Montrose,1519,3,1,1,11
12751044,1624,Bonnie Brae,1,Houston,1395,1.31,16,Obedience Smith Abs 696,Montrose,1068,2,1,2,13
93835773,607,Pacific,,Houston,2195,1.31,16,Montrose,Montrose,1680,2,2.1,2,4
88941223,330,Bomar,,Houston,3850,1.31,16,Balconies of Bomar,Montrose,2947,3,3.1,4,59
4899869,2520,Hopkins,E,Houston,860,1.32,16,Montrose,Montrose,650,1,1,1,5
9646286,2402,Mandell,C,Houston,2900,1.32,16,Hyde Park Heights,Montrose,2197,3,3,3,23
55795667,1634,Castle,,Houston,1650,1.32,16,Castle Court,Montrose,1250,2,1,2,36
98193143,1602,Missouri,,Houston,3150,1.32,16,Cherryhurst,Montrose,2392,2,1.1,2,39
53016092,806,Bomar,,Houston,3500,1.32,16,Cave E W,Montrose,2652,3,3,2,13
53415578,535,Bell,,Houston,3500,1.32,16,Bellfordyce Place,Montrose,2658,3,3.1,3,15
84059568,510,Lovett,406,Houston,1895,1.32,16,Lovett Place Condo,Montrose,1434,1,1.1,1,114
