MLS_Number,Street_Number,Street_Name,Unit,City,Price,PSF,Area,Subdivision,Market_Area,Building_SF,Bedrooms,Baths,Stories,DOM
20833831,1111,Banks,3,Houston,1200,1.41,17,Turner N P,Museum District,850,1,1,1,44
50918596,75,Chelsea,,Houston,2250,1.41,17,Chelsea T/H U/R,Museum District,1592,3,2.1,2,12
12549352,5407,Jackson,,Houston,4450,1.42,17,Tricons Calumet Street Place P,Museum District,3134,3,3.1,3,18
27164351,2529,Robinhood,,Houston,5490,1.43,17,Manhattan Lofts,Museum District,3834,4,4.1,3,35
3219059,2503,Gramercy,,Houston,4150,1.43,17,Braeswood,Museum District,2912,4,3,1,69
38621220,2437,South,A,Houston,3500,1.43,17,SOUTHAMPTON LIVE/WORK T/H,Museum District,2455,3,3.1,3,34
84524213,1403,Rosedale,,Houston,2900,1.43,17,Austin Street T H Amd,Museum District,2033,3,3.1,3,175
57945020,1307,Prospect,,Houston,3050,1.43,17,Oaks At Caroline,Museum District,2140,3,3.1,3,54
98361835,4812,La Branch,11,Houston,1875,1.44,17,La Branch Street Townhomes,Museum District,1306,2,2.1,3,61
19261478,2417,Blue Bonnet,,Houston,3500,1.46,17,Underwood Place,Museum District,2404,3,2.1,1.5,104
73977255,2246,Mcclendon,2,Houston,1695,1.46,17,Southgate,Museum District,1159,2,1,1,29
7575658,2203,Dorrington,301,Houston,1350,1.46,17,Serento Condo,Museum District,927,1,1.1,1,17
33015815,7575,Kirby,3307,Houston,1150,1.47,17,7575 Kirby Condominiums,Museum District,783,1,1,1,124
29987327,2232,Bellefontaine,11,Houston,1400,1.47,17,Braeswood,Museum District,950,1,1,2,46
34250927,2203,Dorrington,200,Houston,1750,1.47,17,Serento Condo,Museum District,1188,2,2,1,146
6642118,1400,Hermann,16B,Houston,2100,1.47,17,Fourteen Hundred Hermann Condo,Museum District,1433,2,2,1,35
46114485,2509,Mcclendon,,Houston,1900,1.48,17,Carolina Place,Museum District,1280,2,1.1,2,18
68531645,2507,Watts,,Houston,5000,1.48,17,BLISS COURT,Museum District,3383,4,3.1,2,12
73614654,2015,South,1,Houston,2625,1.48,17,Chevy Chase,Museum District,1778,2,1.1,1,110
12150263,1204,Bartlett,,Houston,3975,1.48,17,Bartlett Street Landing,Museum District,2678,3,3.1,4,127
26567187,2513,Shakespeare,4,Houston,1200,1.5,17,Wessex R/P,Museum District,798,1,1,2,48
87582091,1205,Autrey,4,Houston,1200,1.5,17,Autrey T/H Condo,Museum District,800,2,1.1,2,63
36398681,4904,Shepherd,,Houston,5950,1.51,17,Chevy Chase Pt Rep 01,Museum District,3944,4,3.1,3,52
59778683,2203,Dorrington,102,Houston,1500,1.53,17,Serento Condo,Museum District,981,1,1.1,1,53
80751128,2232,Bellefontaine,10,Houston,1850,1.54,17,Braeswood,Museum District,1200,2,2,2,64
59780185,1925,South,2-Jan,Houston,1400,1.54,17,Herman Hospital Estate,Museum District,912,1,1,1,41
77517477,1911,Binz,4,Houston,1800,1.54,17,Joseph Christie Surv Abs #212,Museum District,1170,2,1,2,23
43673979,1615,Wentworth,6,Houston,695,1.54,17,BLODGETT PARK SEC 2,Museum District,450,1,1,1,68
91514914,2520,Robinhood,1210,Houston,2500,1.55,17,Robinhood At Kirby Condo,Museum District,1614,2,2.1,2,54
49192747,1815,Isabella,G1,Houston,620,1.55,17,Birdsall Place,Museum District,400,1,1,2,113
81876786,1210,Bartlett,,Houston,3975,1.55,17,Bartlett Street Landing,Museum District,2564,3,3.1,4,13
14619962,1915,Binz,1,Houston,1175,1.57,17,J Christy Tr 79 Abst 212,Museum District,750,1,1,2,59
42732837,2030,Bissonnet,,Houston,1025,1.58,17,Chevy Chase,Museum District,650,1,1,1,20
83400065,1521,Wheeler,,Houston,1750,1.58,17,Wheeler Place Rep 1,Museum District,1110,2,2,2,39
32841242,2520,Robinhood,503,Houston,2900,1.59,17,Robinhood At Kirby Condo,Museum District,1820,2,2.1,1,15
29045586,1735,Albans,,Houston,1750,1.59,17,Sunset Place,Museum District,1100,2,1,2,88
74829868,4809,Woodhead,,Houston,1450,1.61,17,Ormond Place,Museum District,900,1,1,1,7
21448524,4809,Woodhead,,Houston,1450,1.61,17,Ormond Place,Museum District,900,1,1,1,6
5524977,2437,Southgate,,Houston,2400,1.62,17,Brantwood,Museum District,1480,3,2,1,56
10524190,2511,Addison,,Houston,3000,1.63,17,Wessex R/P,Museum District,1838,3,2,2,12
76526898,4718,Jackson,,Houston,3800,1.67,17,Wentworth Terrace,Museum District,2282,3,3.1,4,54
30995978,2411,Addison,,Houston,3000,1.67,17,Wessex,Museum District,1793,3,2,1,206
44838320,1710 1/2,Milford,,Houston,1000,1.67,17,West Edgemont,Museum District,600,1,1,2,61
34395997,2324,Wroxton,B,Houston,2795,1.71,17,Southampton Place Ext,Museum District,1634,2,2.1,2,3
43212930,2132,Tangley,,Houston,3600,1.71,17,SOUTHAMPTON,Museum District,2108,3,2.1,2,38
26739350,5219,Woodhead,,Houston,5350,1.73,17,Ormond Place,Museum District,3084,4,2.1,2,11
96681393,2415,Shakespeare,8,Houston,2100,1.75,17,Hamlet TH Condo,Museum District,1200,2,1.1,2,59
75279379,2211,Dorrington,A,Houston,700,1.75,17,Braeswood,Museum District,400,1,1,1,51
98795168,2122,Albans,,Houston,6000,1.79,17,Southampton Place,Museum District,3355,3,3.1,2,1
24958543,701,Rosedale,H,Houston,1250,1.8,17,Chelsea Town Villas Condo,Museum District,696,1,1,2,101
68558068,4,Chelsea Blvd,1910,Houston,4267,1.8,17,Streetlights/Montrose Chelsea,Museum District,2367,2,2.1,20,58
31374563,2438,Albans,,Houston,3800,1.83,17,West Houston Add,Museum District,2081,3,2.1,2,100
51859004,2131,McClendon,,Houston,3950,1.83,17,Southgate Sec 03,Museum District,2161,3,2,1,32
47207686,5000,Montrose,18A,Houston,1700,1.89,17,Montrose/Museum Condo,Museum District,899,1,1,1,51
95872016,2119,Swift,,Houston,4400,1.9,17,Southgate,Museum District,2320,3,2.1,2,159
11700344,4819,Caroline,206,Houston,1750,1.91,17,Museum Blvd,Museum District,917,2,1,,140
14509284,4819,Caroline,107,Houston,1750,1.91,17,Museum Blvd,Museum District,917,2,1,,88
57969809,5710,Greenbriar,,Houston,1250,1.92,17,Windermere,Museum District,650,1,1,1,34
78774256,4910,Bayard,,Houston,2600,1.96,17,Turner N P,Museum District,1329,2,2.1,2,19
52425749,2520,Shakespeare,,Houston,3450,1.97,17,Wessex Rev,Museum District,1750,3,2,2,22
45097463,2232,Bellefontaine,3,Houston,1875,1.97,17,Braeswood,Museum District,950,2,1.1,2,7
95979048,2232,Bellefontaine,7,Houston,1875,1.97,17,Braeswood,Museum District,950,2,1.1,2,22
27038267,2232,Bellefontaine,6,Houston,1875,1.97,17,Braeswood,Museum District,950,2,1.1,2,76
2820191,4414,La Branch,5,Houston,995,1.99,17,Rosewood,Museum District,500,1,1,1,140
4741430,2015,South,3,Houston,1500,1.99,17,Chevy Chase,Museum District,753,1,1,3,45
23405493,2320,Southgate,,Houston,4250,2.04,17,Windemere Add,Museum District,2082,4,4,1,24
52269286,5000,Montrose,7A,Houston,1850,2.06,17,Montrose/Museum Condo,Museum District,899,1,1,1,304
77055758,1302,Milford,,Houston,10500,2.06,17,Ranch Estates,Museum District,5101,4,4.1,2,125
44144750,2433,Wroxton,,Houston,4100,2.13,17,West Houston Add,Museum District,1929,3,3,3,25
9939397,4899,Montrose,1906,Houston,9188,2.19,17,Montrose Place,Museum District,4192,3,3,2,41
51842872,2123,Dunstan,,Houston,5800,2.23,17,Southampton Place,Museum District,2604,3,2.1,2,12
82901818,1214,Bartlett,17,Houston,1250,2.23,17,Seven Gables Condo,Museum District,561,1,1,1,2
8920435,1111,Banks,5,Houston,1200,2.4,17,Turner N P,Museum District,500,1,1,1,20
86205110,1822,Wroxton,,Houston,7000,3.56,17,Southampton Place,Museum District,1968,3,2.1,2,19
57458740,1704,Park,,Houston,1345,0.55,16,WINDSOR PLACE,River Oaks,2434,2,1,2,37
77081524,2123,Elmen,2,Houston,1425,0.58,16,Hyde Park Main,River Oaks,2448,2,1,2,34
10060557,2207,San Felipe,,Houston,2000,0.69,16,Vermont Place,River Oaks,2900,2,1,2,36
24882562,2207,San Felipe,,Houston,2000,0.69,16,Vermont Place,River Oaks,2900,2,1,2,1
25899178,2307,Driscoll,,Houston,1450,0.97,16,Plainview Add 02,River Oaks,1488,2,1,2,60
6787572,2012,Elmen,1,Houston,1350,0.98,16,Hyde Park Main,River Oaks,1376,1,1,2,12
57043055,2008,Elmen,1,Houston,1350,0.98,16,Hyde Park Main,River Oaks,1376,1,1,2,24
80018713,2506,Kingston,2,Houston,1595,1.01,16,Glendower Court,River Oaks,1575,2,1,2,35
58694232,1201,Mcduffie Street,156,Houston,1590,1.1,16,RIVER OAKS PLACE,River Oaks,1444,2,2.1,2,13
36335411,2012,Fairview,A,Houston,2495,1.13,16,Hyde Park Main,River Oaks,2211,3,3.1,3,38
9877992,2003,Park,,Houston,3000,1.17,16,Hyde Park Main,River Oaks,2574,3,2.1,2,82
53051618,821,Rosine,,Houston,2800,1.19,16,Rosine Street T/H,River Oaks,2344,3,3.1,3,19
73558372,4040,San Felipe,212,Houston,1300,1.2,16,RIVER OAKS TH COND,River Oaks,1080,2,1.1,1,55
98065877,3312,Dallas,,Houston,3000,1.2,16,Westgate Court,River Oaks,2493,3,2.1,3,14
74815745,1910,Vermont,3,Houston,850,1.21,16,Windsor Place,River Oaks,700,1,1.1,2,119
16113507,1710,Woodhead,,Houston,2100,1.21,16,Hyde Park Main,River Oaks,1740,3,2.1,1,72
85511790,2320,Hazard,3,Houston,1100,1.22,16,PLAINVIEW,River Oaks,900,1,1,1,17
77744285,3636,Clay,E,Houston,2900,1.26,16,College Court,River Oaks,2309,3,2.1,3,18
32028065,2427,Hazard,1,Houston,950,1.27,16,Plainview Sec 02,River Oaks,750,1,1,2,67
68517686,2410,Huldy,,Houston,3100,1.27,16,Morgan,River Oaks,2442,4,3,2,19
77038255,2309,Mimosa,,Houston,2000,1.27,16,RIVER OAKS AREA,River Oaks,1580,2,2,1,46
84657642,2024,Indiana,,Houston,2500,1.27,16,Hyde Park Main,River Oaks,1970,3,2.1,2,37
11142881,2514,Kingston,1,Houston,1500,1.31,16,Glendower Court,River Oaks,1145,2,1,1,122
4115693,2418,Hazard,B,Houston,850,1.31,16,montrose,River Oaks,650,1,1,,82
48179549,2411,Driscoll,,Houston,3300,1.31,16,Plainview Sec 02,River Oaks,2511,3,2.1,3,18
89655606,2403,Driscoll,2-Jan,Houston,850,1.31,16,Plainview Sec 02,River Oaks,650,1,1,2,51
23391569,1809,Woodhead,B,Houston,3750,1.31,16,Hyde Park Main,River Oaks,2864,3,3.1,3,12
70536494,2225,Mimosa,3,Houston,950,1.32,16,MIMOSA PLACE TH,River Oaks,720,1,1,1,11
80823740,1901,Elmen,,Houston,2400,1.33,16,Hyde Park Main,River Oaks,1807,3,2,2,22
62993504,1708,Dunlavy,,Houston,1475,1.35,16,Windsor Place,River Oaks,1091,2,1,2,34
98946500,1706,Dunlavy,,Houston,1475,1.35,16,Windsor Place,River Oaks,1091,2,1,2,22
36660351,3433,Dallas,1044,Houston,970,1.36,16,Regent Square Reserve D,River Oaks,714,2,2,,14
12533896,2111,Welch,A218,Houston,1700,1.36,16,Renaissance At River Oaks,River Oaks,1252,2,2,1,133
61693923,1010,Rosine Street,407,Houston,2000,1.36,16,Piedmont At River Oaks Condo,River Oaks,1468,2,2,,133
35125139,1914,Gray,106,Houston,3750,1.37,16,Metropolis Condo Amd,River Oaks,2735,2,2,2,464
71168059,3823,Wickersham,4,Houston,2400,1.38,16,Wickwillow Condo,River Oaks,1739,2,2,1,124
65909089,2412,Hazard,,Houston,4500,1.38,16,Plainview Place,River Oaks,3252,4,3.1,3,18
74002239,2206-A,Driscoll,A,Houston,2000,1.39,16,Summit Place,River Oaks,1441,2,2,3,74
7847152,2020,Huldy,1,Houston,1099,1.39,16,Hillcrest,River Oaks,792,2,1,1,14
5111922,2020,Huldy,7,Houston,1099,1.39,16,Hillcrest,River Oaks,792,2,1,1,66
40946912,1710,Brun,4,Houston,1500,1.39,16,Part/Brun Twnhm,River Oaks,1083,2,1.1,2,110
28050022,2422,Brun,,Houston,1650,1.41,16,Morgan,River Oaks,1171,2,1,1,14
58108865,2111,Welch,B205,Houston,1400,1.41,16,Renaissance At River Oaks,River Oaks,995,1,1,1,40
36733262,1609,Driscoll,,Houston,2795,1.41,16,Hyde Park Main Sec 06,River Oaks,1980,2,2.1,2,12
8050402,1010,Rosine,104,Houston,1595,1.41,16,Piedmont/River Oaks,River Oaks,1133,2,2,,71
66648303,2413,Woodhead,B,Houston,1800,1.45,16,Plainview Add,River Oaks,1242,2,1,2,5
90245719,1010,Rosine,28,Houston,1600,1.46,16,Piedmont/River Oaks,River Oaks,1095,1,1,,148
33485862,1910,Morse-garageapt,,Houston,2495,1.47,16,HYDE PARK MAIN 1909-11 HAZAR,River Oaks,1700,2,1.1,2,8
20589976,1601,Shepherd,182,Houston,1500,1.47,16,River Oaks Gardens Condo,River Oaks,1020,2,2,1,14
86679270,3700,Clay,231,Houston,1850,1.48,16,River Oaks Manor,River Oaks,1252,2,2,1,52
75930759,2100,Welch,C211,Houston,1850,1.48,16,Renaissance At River Oaks,River Oaks,1252,2,2,1,55
78203753,1914,Gray,108,Houston,4750,1.48,16,Metropolis Lofts,River Oaks,3202,1,2,2,81
65208945,1010,Rosine,108,Houston,1695,1.48,16,Piedmont/River Oaks,River Oaks,1147,2,2,1,31
50990591,3231,Allen,6206,Houston,1500,1.49,16,Reata/River Oaks,River Oaks,1006,2,2,1,45
4196862,2111,Welch,A308,Houston,2090,1.5,16,Renaissance At River Oaks,River Oaks,1390,2,2,1,97
96656178,2510,Kingston,1,Houston,2200,1.52,16,Glendower Court,River Oaks,1444,2,1,1,30
79428521,1502,Morse,,Houston,2300,1.52,16,Lewisdale,River Oaks,1512,2,2,1,63
15800234,2418,Mimosa,2,Houston,1225,1.53,16,Meyers 01,River Oaks,800,2,1,1,47
82741346,2127,Peckham,,Houston,3500,1.53,16,Avalon Court,River Oaks,2289,3,2.1,2,66
80242565,4040,San Felipe,113,Houston,1200,1.54,16,River Oaks Th Condo,River Oaks,780,1,1,1,19
8681469,2023,Huldy,7,Houston,925,1.54,16,Hyde Park Main,River Oaks,600,1,1,1,171
15676862,1914,Gray,403,Houston,3750,1.54,16,Metropolis Condo Amd,River Oaks,2435,2,2,,11
74757577,2010,Elmen,1,Houston,1250,1.56,16,Hyde Park Main,River Oaks,800,1,1,2,21
31594014,2006,Elmen,2,Houston,1250,1.56,16,Hyde Park Main,River Oaks,800,1,1,2,8
83658204,1601,Shepherd,176,Houston,1595,1.56,16,River Oaks Gardens Condo,River Oaks,1020,2,2,1,20
56197151,1601,Shepherd,59,Houston,1325,1.56,16,RIVER OAKS GDNS COND,River Oaks,850,1,1.1,2,69
71458653,2221,Morse,,Houston,1800,1.57,16,Plainview Add,River Oaks,1144,2,1,1,30
26635897,3231,Allen,5306,Houston,1600,1.59,16,Reata at River Oaks,River Oaks,1006,2,2,1,82
79094723,1601,Shepherd,23,Houston,1350,1.59,16,River Oaks Gardens Condo,River Oaks,850,1,1,2,20
51047167,1010,Rosine,303,Houston,1395,1.6,16,PIEDMONT AT RIVER OAKS,River Oaks,872,1,1,1,11
22737442,3705,Newhouse,,Houston,4950,1.61,16,Montrose/River Oaks,River Oaks,3083,4,3.1,3,79
54256422,1601,Shepherd,134,Houston,1375,1.61,16,River Oaks Gardens Condo,River Oaks,856,1,1,1,25
36501224,1010,Rosine,31,Houston,1695,1.61,16,PIEDMONT AT RIVER OAKS,River Oaks,1050,2,1.1,1,10
84826710,1005,Shepherd,808,Houston,4100,1.61,16,Renoir Condo,River Oaks,2546,2,2,2,26
17130905,1005,Shepherd,820,Houston,2950,1.61,16,Renoir Condo,River Oaks,1836,1,1.1,2,11
82274031,1601,Shepherd,19,Houston,1375,1.62,16,River Oaks Gardens Condo,River Oaks,850,1,1,2,1
80011706,1201,Mcduffie,106,Houston,2200,1.62,16,River Oaks Place Condo Amd,River Oaks,1360,2,2.1,2,151
76490873,3231,Allen,2304,Houston,1300,1.63,16,Reata/River Oaks,River Oaks,797,1,1,1,13
91885339,2202,Park,5,Houston,895,1.63,16,Hyde Park Heights,River Oaks,550,1,1,1,11
64280543,1010,Rosine,40,Houston,1900,1.68,16,Piedmont/River Oaks,River Oaks,1129,2,2,,36
94827504,1972,Indiana,,Houston,3500,1.7,16,Vermont Commons,River Oaks,2055,2,2.1,3,55
43340422,1601,Shepherd,157,Houston,1450,1.71,16,River Oaks Gardens,River Oaks,847,1,1.1,1,27
92571791,1916,Gray,357,Houston,2485,1.75,16,Montrose,River Oaks,1417,2,2,,78
72783445,1601,Shepherd,210,Houston,1795,1.76,16,River Oaks Gardens Condo,River Oaks,1020,2,2,1,8
28051991,1601,Shepherd,225,Houston,1495,1.77,16,River Oaks Gardens Condo,River Oaks,847,2,1.1,1,146
87758604,1601,Shepherd,112,Houston,1425,1.79,16,River Oaks Garden,River Oaks,798,1,1,1,73
22397102,3333,Allen Parkway,1305,Houston,1750,1.8,16,River Oaks,River Oaks,973,1,1,30,230
10627704,2415,Huldy,UP,Houston,1995,1.81,16,Morgan,River Oaks,1100,2,1,1,6
52366129,3333,Allen,2306,Houston,2500,1.82,16,Royalton/River Oaks,River Oaks,1373,1,1.1,1,31
25233709,2323,Park,2,Houston,1095,1.82,16,Hyde Park Heights,River Oaks,600,1,1.1,3,26
2493180,2019,Huldy,2,Houston,1595,1.83,16,Hyde Park Main,River Oaks,870,2,1,1,15
20536703,1005,Shepherd,803,Houston,4000,1.84,16,Renoir Condominium,River Oaks,2170,2,2,,4
24370204,2330,Welch,,Houston,7500,1.85,16,Cadogan Place,River Oaks,4052,3,3.1,4,108
463583,3231,Allen,2203,Houston,1550,1.86,16,"Montrose, River Oaks",River Oaks,835,2,1,1,118
97253477,1706,McDuffie,,Houston,6000,1.88,16,Wilfran Place,River Oaks,3184,3,3.1,3,19
42458403,1010,Rosine,41,Houston,2000,1.9,16,Piedmont/River Oaks,River Oaks,1050,2,2,,168
42444880,1601,Park garage apt,,Houston,1100,1.91,16,Oakmont,River Oaks,576,1,1,2,7
96359008,3333,Allen,2507,Houston,2600,1.96,16,Royalton/River Oaks,River Oaks,1328,1,1,1,69
84110031,2205,Maconda,,Houston,5500,1.97,16,Royden Oaks,River Oaks,2796,4,3,1,101
95073020,2010,Morse,,Houston,2125,1.97,16,Hyde Park Main,River Oaks,1076,2,1,1,62
4819806,3810,Wickersham,,Houston,4500,1.98,16,Royden Oaks Sec 02,River Oaks,2270,3,2,1,101
3135053,2316,Hazard,1 1/2,Houston,895,1.99,16,Plainview Sec 02,River Oaks,450,1,1,1,19
74473074,3404,Meadow Lake,,Houston,7700,2.03,16,River Oaks,River Oaks,3796,4,4.1,2,64
9187652,3231,Allen,4304,Houston,1300,2.03,16,Reata/River Oaks,River Oaks,641,1,1,1,53
25436539,2002,Elmen,A,Houston,1550,2.06,16,Hyde Park Main,River Oaks,754,2,1,1,18
48865012,3333,Allen,702,Houston,3600,2.09,16,Royalton/River Oaks,River Oaks,1721,2,2,,196
42795639,2334,Welch,,Houston,8500,2.1,16,Cadogan Place,River Oaks,4052,3,3.1,4,55
90998035,3333,Allen,2007,Houston,2800,2.11,16,Royalton/River Oaks,River Oaks,1328,1,1,20,31
63648817,3231,Allen,5303,Houston,1145,2.13,16,Reata/River Oaks,River Oaks,537,1,1,1,45
76934965,2136,Pelham,,Houston,6000,2.33,16,River Oaks Sec 03,River Oaks,2576,3,2.1,2,37
29717908,2100,Woodhead,203,Houston,1250,2.4,16,Hyde Park Main,River Oaks,520,1,1,1,10
51752083,3333,Allen,909,Houston,3700,2.41,16,Royalton at River Oaks,River Oaks,1533,2,2,1,34
59026325,2443,Pelham,,Houston,12000,2.41,16,River Oaks,River Oaks,4969,4,5.1,2,83
1026916,3333,Allen,806,Houston,2500,2.44,16,Royalton/River Oaks,River Oaks,1024,1,1,,11
17864501,3333,Allen Parkway,2804,Houston,12500,2.63,16,River Oaks,River Oaks,4761,3,3.1,,69
10066099,2301,Ella Lee,,Houston,14500,2.74,16,Avalon Place Sec 03,River Oaks,5295,4,5.1,2,52
37857891,2421,Brentwood,,Houston,16500,3.27,16,River Oaks,River Oaks,5048,4,4.1,2,80
43554129,2707,Rosedale,,Houston,1350,0.44,4,WILMOTH,University,3076,2,1,,12
56204483,2819,Ruth,,Houston,975,0.46,4,WASHINGTON TERRACE,University,2122,3,2,1.5,6
7874419,2815,Winbern,A,Houston,900,0.47,4,Holman Outlot 43,University,1920,3,1.1,2,60
31609155,2411,Cleburne,1,Houston,1470,0.47,4,Washington Terrace,University,3142,3,1,2,27
80914017,3104,Isabella,,Houston,1285,0.51,4,Washington Terrace,University,2523,3,1,2,19
31063847,2301,Wentworth,1,Houston,1350,0.51,4,Riverside Terrace Sec 01,University,2631,3,1,2,8
13912110,3416,Rosedale,1,Houston,1500,0.54,4,Southwood,University,2784,3,2,2,65
32885799,3919,Luca,,Houston,1200,0.61,4,SCOTT TERRACE 3,University,1980,3,1.1,1,13
91176640,2709,Cleburne,A,Houston,1700,0.62,4,Washington Terrace,University,2750,2,1.1,1,14
75080011,3502,Mainer,,Houston,1100,0.69,4,South End SunnySide Union Ex,University,1603,3,2,1,37
42068117,2915,Rosewood,,Houston,1650,0.69,4,Washington Terrace,University,2400,4,2,2,83
93986054,2331,Delafield,1,Houston,1200,0.7,4,Edmundson Sec 04,University,1720,2,1,1,116
30178377,3211,Truxillo,4,Houston,1400,0.72,4,Sylvan Terrace,University,1935,4,2,,29
403921,2905,Rosewood,,Houston,1650,0.74,4,Washington Terrace,University,2215,3,2.1,1,3
28217511,6829,Dumble,A,Houston,1100,0.75,4,Grand Park,University,1468,4,2.1,2,14
57483358,3733,Amos A,,Houston,1150,0.77,4,South Lawn Add,University,1488,4,2.1,2,9
89418502,3560,Goodhope,,Houston,1400,0.77,4,South End Sunnyside U/R,University,1824,4,2,1,35
67920319,6639,Goforth,,Houston,1050,0.82,4,Foster Place,University,1280,3,2,1,15
42377397,6402,Sherwood,,Houston,1250,0.82,4,Scott Terrace,University,1522,3,1,1,8
17961448,3922,Alice,,Houston,1050,0.82,4,Southern Terrace R/P,University,1276,3,1,1,27
37339093,6621,Conley,,Houston,1000,0.83,4,Foster Place,University,1209,3,1,1,10
71589092,5315,Newkirk,,Houston,1350,0.83,4,Macgregor Place Sec 03,University,1618,4,2,1,23
237809,3541,Rebecca,,Houston,1595,0.83,4,South End Sunnyside U/R,University,1920,4,2.1,1,11
47578279,3523,Wentworth,,Houston,1950,0.83,4,Tierwester Oaks Sec 01,University,2337,3,2.1,1,47
98870730,3706,Idaho,,Houston,1250,0.85,4,La Salette Place Sec 04,University,1467,4,2,1,2
37007838,3638,Dreyfus,,Houston,1395,0.85,4,Dreyfus Court,University,1638,3,2.1,2,28
78173271,6510,England,,Houston,1500,0.86,4,Belmont Sec 02,University,1753,3,2.1,2,14
72653199,6219,Beekman,,Houston,1350,0.86,4,Macgregor Palms Sec 02,University,1566,3,2,1,60
22374142,3862,Wichita,,Houston,2200,0.86,4,Honey Circle R/P,University,2550,4,2.1,2,7
18973059,3562,Noah,,Houston,950,0.86,4,South End Sunnyside U/R,University,1103,2,1,1,11
8188544,5115,Kelso,,Houston,1195,0.89,4,MACGREGOR TERRACE,University,1336,3,1,1,5
35186943,2714,Palm,1,Houston,1500,0.89,4,Riverside Ext,University,1688,3,1,2,24
24671766,2208,Blodgett,,Houston,1650,0.89,4,Riverside Terrace Sec 01,University,1850,3,1,2,26
82252651,3417,Rolgom Place,,Houston,1675,0.91,4,Rolgom Place Pt Rep 01,University,1836,3,2.1,2,191
81320325,3243,Alabama,,Houston,1600,0.92,4,Sylvan Terrace,University,1740,3,1.1,2,38
4364047,3604,Holman,,Houston,1500,0.93,4,Samaritan Estates,University,1610,3,2,2,116
6482321,2701,Barbee,,Houston,1595,0.93,4,Washington Terrace,University,1706,3,1,1,22
90631218,2214 1/2,Ruth,,Houston,650,0.93,4,ALMEDA PLACE ANNEX,University,701,2,1,1,25
46113208,3011,Paige,,Houston,1595,0.94,4,Estates on Paige Street,University,1699,3,2.1,2,64
8339144,3425,Rolgom Place,,Houston,1750,0.95,4,Roglom Place,University,1836,3,2.1,2,26
87115263,2388,Bastrop,,Houston,2200,0.95,4,Hutchins Street Square Rep 01,University,2327,2,2.1,4,88
41705270,2210,Holman,,Houston,2350,0.95,4,James S Holman Surv,University,2476,3,3.1,3,113
7548747,5327,Kingsbury,,Houston,1395,0.96,4,Macgregor Palms Sec 01,University,1450,3,2.1,1,42
17646355,4915,Dickens,,Houston,1100,0.96,4,Macgregor Place Sec 01,University,1150,3,1,1,27
54085958,3914,Cosby,,Houston,1000,0.96,4,Scott Terrace Sec 03,University,1045,2,1,1,13
81685136,5130,Enyart,,Houston,1395,0.97,4,Macgregor Terrace Sec 01,University,1437,3,2,1,24
28079136,3438,Goodhope,,Houston,1195,0.97,4,South Union 2,University,1236,3,2,1,15
6039615,4506,Rockwood,,Houston,1399,0.98,4,University Oaks,University,1428,3,2,1,75
4921676,6637,Lozier,,Houston,1199,0.99,4,Southland Place,University,1207,3,1,1,16
43217319,6629,Lozier,,Houston,1750,0.99,4,Southland Place,University,1765,4,2,1,9
49305827,5318,Newkirk,,Houston,1450,0.99,4,Macgregor Place Sec 03,University,1472,3,1,1,17
58008949,3517,Drew,,Houston,1500,0.99,4,Houston City St Ry 4,University,1510,3,2,1,37
90590659,7302,England,,Houston,1195,1,4,Foster Place Ext Sec 03,University,1190,3,1.1,1,64
33315043,5311,Dewberry,,Houston,1295,1,4,Macgregor Palms Sec 02,University,1292,3,1,1,16
10680942,3718,Wentworth,,Houston,1000,1,4,Tierwester Oaks Sec 02,University,1003,2,1,1,5
68847936,3714,Cosby,,Houston,1300,1,4,La Salette Place Sec 01,University,1300,3,2,1,57
91786385,3714,Cosby,,Houston,1300,1,4,La Salette Place Sec 01,University,1300,3,2,1,32
87308742,3535,Wentworth,,Houston,2600,1,4,Tierwester Oaks,University,2600,4,3,1,20
83372636,3305,Southmore,,Houston,3495,1,4,Southwood,University,3500,4,3.1,2,9
18066294,2819,Berry,8,Houston,750,1,4,Bailey Ed,University,750,2,1,2,36
70587161,2354,Bastrop,,Houston,2300,1,4,Hutchins Street Square Rep 0,University,2295,3,3.1,3,20
49138561,2115,Isabella,2115,Houston,1200,1,4,WASHINGTON TERRACE,University,1200,2,1,2,48
65222220,4810,Winnetka,,Houston,1625,1.01,4,Riverside Terrace Sec 19,University,1602,3,2,1,11
22737958,3629,Lydia,B,Houston,900,1.01,4,South End Sunnyside U/R,University,895,2,1,1,199
88122004,5009,Winnetka,,Houston,1750,1.02,4,Riverside Terrace Sec 11,University,1712,4,2,1,2
73983974,3422,Rosedale,1,Houston,775,1.02,4,Southwood,University,762,1,1,2,47
31256427,7614,Mosside,,Houston,1495,1.03,4,South Union Sec 04,University,1451,3,2,1,2
92996948,3430,Rosedale,2,Houston,1525,1.03,4,Southwood,University,1483,2,2,2,22
42557777,3319,Palm,,Houston,1695,1.03,4,Southwood,University,1650,3,2.1,1,59
58292989,2844,Winbern,,Houston,900,1.03,4,Holman Outlot 43,University,878,2,1,1,16
15573581,5739,Belvedere,,Houston,1650,1.04,4,Macgregor Park Estates Sec 04,University,1581,3,2,1,32
16647209,5111,Oasis,,Houston,2150,1.04,4,Oasis/Macgregor Place Amd,University,2064,3,2.1,2,52
84764541,4914,Perry,,Houston,999,1.04,4,Macgregor Terrace,University,956,2,1,1,7
